Family,Genus,Subgenus,Species,Author,Date,"Parentheses (1=author & date in parentheses)",Citation,Pages,"Common Name"
Phyllostomidae,Artibeus,,fraterculus,Anthony,1924,0,"Am. Mus. Novitates","114: 5","Fraternal Fruit-eating Bat"
Phyllostomidae,Artibeus,,lituratus,Olfers,1818,1,"In Eschwege, J. Brasilien, Neue Bibliothek. Reisenb.","15: 224","Great Fruit-eating Bat"
Phyllostomidae,Artibeus,,obscurus,Schinz,1821,1,"In G. Cuvier, Das Tierreich","1: 164","Dark Fruit-eating Bat"
Phyllostomidae,Artibeus,,planirostris,Spix,1823,1,"Sim. Vespert. Brasil","p. 66","Flat-headed Fruit-eating Bat"
Phyllostomidae,Carollia,,benkeithi,"Solari & Baker",2006,0,"Occas. Pap. Mus. Texas Tech Univ.","254: 5","Ben Keith's Short-tailed Bat"
Phyllostomidae,Carollia,,brevicauda,Schinz,1821,1,"Das Thierreich","1: 164","Silky Short-tailed Bat"
Phyllostomidae,Carollia,,castanea,"H. Allen",1890,0,"Proc. Am. Philos. Soc.","28: 19","Chestnut Short-tailed Bat"
Phyllostomidae,Carollia,,manu,"Pacheco, Solari & Velazco",2004,0,"Occas. Pap. Mus. Texas Tech Univ.","236: 3","Manu Short-tailed Bat"
Phyllostomidae,Carollia,,perspicillata,Linnaeus,1758,1,"Syst. Nat., 10th ed.","1: 31","Seba's Short-tailed Bat"
Phyllostomidae,Chiroderma,,salvini,Dobson,1878,0,"Cat. Chiroptera Brit. Mus.","p. 532","Salvin's Big-eyed Bat"
Phyllostomidae,Chiroderma,,trinitatum,Goodwin,1958,0,"Am. Mus. Novitates","1877: 1","Little Big-eyed Bat"
Phyllostomidae,Chiroderma,,villosum,Peters,1860,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1860: 748","Hairy Big-eyed Bat"
Phyllostomidae,Choeroniscus,,minor,Peters,1868,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1868: 366","Lesser Long-tongued Bat"
Phyllostomidae,Chrotopterus,,auritus,Peters,1856,1,"Abhandl. Akad. Wiss. Berlin","1856: 305","Woolly False Vampire Bat"
Phyllostomidae,Dermanura,,anderseni,Osgood,1916,1,"Field Mus. Nat. Hist. Publ., Zool. Ser.","10: 212","Andersen's Fruit-eating Bat"
Phyllostomidae,Dermanura,,bogotensis,"K. Andersen",1906,1,"Ann. Mag. Nat. Hist.","ser. 7, 18: 421","Bogot&aacute; Fruit-eating Bat"
Phyllostomidae,Dermanura,,glauca,Thomas,1893,1,"Proc. Zool. Soc. Lond.","1893: 336","Silvery Fruit-eating Bat"
Phyllostomidae,Dermanura,,gnomus,Handley,1987,1,"Fieldiana Zool. N.S.","39(1382): 167","Dwarf Fruit-eating Bat"
Phyllostomidae,Dermanura,,phaeotis,Miller,1902,0,"Proc. Acad. Nat. Sci. Phil.","54: 405","Pygmy Fruit-eating Bat"
Phyllostomidae,Desmodus,,rotundus,"É. Geoffroy Saint-Hilaire",1810,1,"Ann. Mus. Natn. Hist. Nat. Paris","15: 181","Common Vampire Bat"
Phyllostomidae,Diaemus,,youngii,Jentink,1893,1,"Notes Leyden Mus","15: 282","White-winged Vampire Bat"
Phyllostomidae,Diphylla,,ecaudata,Spix,1823,0,"Sim. Vespert. Brasil",p.68,"Hairy-legged Vampire Bat"
Phyllostomidae,Enchisthenes,,hartii,Thomas,1892,1,"Ann. Mag. Nat. Hist.","ser. 6, 10: 409","Velvety Fruit-eating Bat"
Phyllostomidae,Gardnerycteris,,crenulata,"É. Geoffroy Saint-Hilaire",1803,1,"Cat. Mamm. Mus. Nat. d'Hist. Nat.","p. 61","Striped Hairy-nosed Bat"
Phyllostomidae,Gardnerycteris,,keenani,Handley,1960,1,"Proc. U.S. Natl. Mus.","112(3442): 460","Keenan&apos;s Hairy-nosed Bat"
Phyllostomidae,Gardnerycteris,,koepckeae,"Gardner & Patton",1972,1,"Occas. Papers Mus. Zool. Louisiana State Univ.","43: 7","Koepcke's Hairy-nosed Bat"
Phyllostomidae,Glossophaga,,bakeri,"Webster & Jones",1987,0,"Occas. Pap. Mus. Texas Tech Univ.","109: 2","Baker's Long-tongued Bat"
Phyllostomidae,Glossophaga,,soricina,Pallas,1766,1,"Misc. Zool.","p. 48","Pallas's Long-tongued Bat"
Phyllostomidae,Glossophaga,,valens,Miller,1913,0,"Proc. US. Natl. Mus.","46: 420","Robust Long-tongued Bat"
Phyllostomidae,Glyphonycteris,,behnii,Peters,1865,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1865: 505","Behn's Bat"
Phyllostomidae,Glyphonycteris,,daviesi,Hill,1965,1,Mammalia,"28: 557","Graybeard Bat"
Phyllostomidae,Glyphonycteris,,sylvestris,Thomas,1896,0,"Ann. Mag. Nat. Hist.","ser. 6, 18: 302","Tricolored Bat"
Phyllostomidae,Hsunycteris,,dashe,"Velazco, Soto-Centeno, Fleck, Voss & Simmons",2017,0,"Amer. Mus. Novitates","3881: 7","Dashe&apos;s Nectar Bat"
Phyllostomidae,Hsunycteris,,pattoni,"Woodman & Timm",2006,1,"Proc. Biol. Soc. Wash.","119(4): 455","Patton&apos;s Nectar Bat"
Phyllostomidae,Hsunycteris,,thomasi,"J. A. Allen",1904,1,"Bull. Am. Mus. Nat. Hist.","20: 230","Thomas's Nectar Bat"
Phyllostomidae,Lampronycteris,,brachyotis,Dobson,1879,1,"Proc. Zool. Soc. Lond.","1879: 880","Orange-throated Bat"
Phyllostomidae,Lichonycteris,,degener,Miller,1931,0,"J. Mammal.","12(4): 411","Common Long-tongued Bat"
Phyllostomidae,Lionycteris,,spurrelli,Thomas,1913,0,"Ann. Mag. Nat. Hist.","ser. 8, 12: 271","Chestnut Long-tongued Bat"
Phyllostomidae,Lonchophylla,,handleyi,Hill,1980,0,"Bull. Brit. Mus. (Nat. Hist.) Zool.","38: 233","Handley's Nectar Bat"
Phyllostomidae,Lonchophylla,,hesperia,"G. M. Allen",1908,0,"Bull. Mus. Comp. Zool.","52: 35","Western Nectar Bat"
Phyllostomidae,Lonchophylla,,robusta,Miller,1912,0,"Proc. U.S. Natl. Mus.","42: 23","Orange Nectar Bat"
Phyllostomidae,Lonchorhina,,aurita,Tomes,1863,0,"Proc. Zool. Soc. Lond.","1863: 83","Common Sword-nosed Bat"
Phyllostomidae,Lophostoma,,brasiliense,Peters,1867,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1866: 674","Pygmy Round-eared Bat"
Phyllostomidae,Lophostoma,,carrikeri,"J. A. Allen",1910,1,"Bull. Am. Mus. Nat. Hist.","28: 147","Carriker's Round-eared Bat"
Phyllostomidae,Lophostoma,,occidentale,"Davis & Carter",1978,1,"Occas. Pap. Mus. Texas Tech Univ.","53: 6","Western Round-eared Bat"
Phyllostomidae,Lophostoma,,silvicola,d'Orbigny,1836,0,"Voy. Amer. Merid. Atlas Zool.","pl. 6","White-throated Round-eared Bat"
Phyllostomidae,Macrophyllum,,macrophyllum,Schinz,1821,1,"Das Thierreich","1: 163","Long-legged Bat"
Phyllostomidae,Mesophylla,,macconnelli,Thomas,1901,0,"Ann. Mag. Nat. Hist.","ser. 7, 8: 145","MacConnell's Bat"
Phyllostomidae,Micronycteris,Leuconycteris,brosseti,"Simmons & Voss",1998,0,"Bull. Amer. Mus. Nat. Hist.","237: 62","Brosset's Big-eared Bat"
Phyllostomidae,Micronycteris,Xenoctenes,hirsuta,Peters,1869,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1869: 397","Hairy Big-eared Bat"
Phyllostomidae,Micronycteris,Micronycteris,matses,"Simmons, Voss & Fleck",2002,0,"Amer. Mus. Novit.","3358: 5","Matses Big-eared Bat"
Phyllostomidae,Micronycteris,Micronycteris,megalotis,Gray,1842,1,"Ann. Mag. Nat. Hist.","ser. 1, 10: 257","Little Big-eared Bat"
Phyllostomidae,Micronycteris,Schizonycteris,minuta,Gervais,1856,1,"In F. Comte de Castelnau, Exped. Partes Cen. Am. Sud., Zool. (Sec. 7)","Vol. 1, pt. 2 (Mammifères): 50","Tiny Big-eared Bat"
Phyllostomidae,Micronycteris,Leuconycteris,schmidtorum,Sanborn,1935,0,"Field Mus. Nat. Hist. Publ., Zool. Ser.","20: 81","Schmidt's Big-eared Bat"
Phyllostomidae,Phylloderma,,stenops,Peters,1865,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1865: 513","Pale-faced Bat"
Phyllostomidae,Phyllostomus,,discolor,Wagner,1843,1,"Arch. Naturgesch.","9(1): 366","Pale Spear-nosed Bat"
Phyllostomidae,Phyllostomus,,elongatus,"É. Geoffroy Saint-Hilaire",1810,1,"Ann. Mus. Natn. Hist. Nat. Paris","15: 182","Lesser Spear-nosed Bat"
Phyllostomidae,Platalina,,genovensium,Thomas,1928,0,"Ann. Mag. Nat. Hist.","ser. 10, 8: 121","Long-snouted Bat"
Phyllostomidae,Platyrrhinus,,albericoi,Velazco,2005,0,"Fieldiana Zool.","105: 21","Alberico&apos;s Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,angustirostris,"Velazco, Gardner & Patterson",2010,0,"Zool. J Linn. Soc.","159(3): 800","Slender Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,brachycephalus,"Rouk & Carter",1972,1,"Occas. Pap. Mus. Texas Tech Univ.","1: 1","Short-headed Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,incarum,Thomas,1912,1,"Ann. Mag. Nat. Hist.","ser. 8, 9: 408","Incan Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,infuscus,Peters,1881,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1881: 259","Buffy Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,ismaeli,Velazco,2005,0,"Fieldiana Zool.","105: 27","Ismael&apos;s Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,masu,Velazco,2005,0,"Fieldiana Zool.","105: 32","Quechua Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,matapalensis,Velazco,2005,0,"Fieldiana Zool.","105: 37","Matapalo Broad-nosed Bat"
Phyllostomidae,Rhinophylla,,fischerae,Carter,1966,0,"Proc. Biol. Soc. Wash.","79: 235","Fischer's Little Fruit Bat"
Phyllostomidae,Rhinophylla,,pumilio,Peters,1865,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1865: 355","Dwarf Little Fruit Bat"
Phyllostomidae,Sphaeronycteris,,toxophyllum,Peters,1882,0,"Sitzb. Preuss. Akad. Wiss.","45: 989","Visored Bat"
Phyllostomidae,Sturnira,Sturnira,aratathomasi,"Peterson & Tamsitt",1968,0,"R. Ontario Mus. Life Sci. Occas. Pap.","12: 1","Aratathomas' Yellow-shouldered Bat"
Phyllostomidae,Sturnira,,bakeri,"Velazco & Patterson",2014,0,ZooKeys,"402: 47","Baker's Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Corvira,bidens,Thomas,1915,1,"Ann. Mag. Nat. Hist.","ser. 8, 16(94): 311","Bidentate Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,bogotensis,Shamel,1927,0,"Proc. Biol. Soc. Wash.","40: 129","Bogot&aacute; Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,erythromos,Tschudi,1844,1,"Fauna Peruana","p. 64","Hairy Yellow-shouldered Bat"
Phyllostomidae,Sturnira,,giannae,"Velazco & Patterson",2019,0,"Bull. Amer. Mus. Nat. Hist.","429: 26","Gianna's Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,luisi,Davis,1980,0,"Occas. Pap. Mus. Texas Tech Univ.","70: 1","Luis' Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,magna,"de la Torre",1966,0,"Proc. Biol. Soc. Wash.","79: 267","Greater Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Corvira,nana,"Gardner & O'Neill",1971,0,"Occas. Pap. Mus. Zool. La. St. Univ.","42: 1","Lesser Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,oporaphilum,Tschudi,1844,1,"Fauna Peruana","p. 64","Tschudi's Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,tildae,"de la Torre",1959,0,"Chicago Acad. Sci. Nat. Hist. Misc.","166: 1","Tilda's Yellow-shouldered Bat"
Phyllostomidae,Tonatia,,maresi,"Williams, Willig & Reid",1995,0,"J. Mammal.","1519: 623","Mares' Round-eared Bat"
Phyllostomidae,Trachops,,cirrhosus,Spix,1823,1,"Sim. Vespert. Brasil.","p. 64","Fringe-lipped Bat"
Phyllostomidae,Trinycteris,,nicefori,Sanborn,1949,1,"Fieldiana Zool.","31: 230","Niceforo's Bat"
Phyllostomidae,Uroderma,,bilobatum,Peters,1866,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1866: 394","Common Tent-making Bat"
Phyllostomidae,Uroderma,,magnirostrum,Davis,1968,0,"J. Mammal.","49: 679","Brown Tent-making Bat"
Phyllostomidae,Vampyressa,Vampyressa,melissa,Thomas,1926,0,"Ann. Mag. Nat. Hist.","ser. 9, 18: 157","Melissa's Little Yellow-eared Bat"
Phyllostomidae,Vampyressa,Vampyressa,thyone,Thomas,1909,0,"Ann. Mag. Nat. Hist.","ser. 8, 4: 231","Northern Little Yellow-eared Bat"
Phyllostomidae,Vampyriscus,Vampyriscus,bidens,Dobson,1878,1,"Cat. Chiroptera Brit. Mus.","p. 535","Bidentate Yellow-eared Bat"
Phyllostomidae,Vampyriscus,Metavampyressa,brocki,Peterson,1968,1,"R. Ontario Mus. Life Sci. Contrib.","73: 1","Brock's Yellow-eared Bat"
Phyllostomidae,Vampyrodes,,caraccioli,Thomas,1889,1,"Ann. Mag. Nat. Hist.","ser. 6, 4: 167","Caracciolo&apos;s Stripe-faced Bat"
Phyllostomidae,Vampyrum,,spectrum,Linnaeus,1758,1,"Syst. Nat., 10th ed.","1: 31","Spectral Bat"
Thyropteridae,Thyroptera,,discifera,"Lichtenstein & Peters",1854,1,"Ber.  Akad. Wiss. Berlin","1854: 336","Peters's Disk-winged Bat"
Thyropteridae,Thyroptera,,lavali,Pine,1993,0,Mammalia,"57: 213","LaVal's Disk-winged Bat"
Thyropteridae,Thyroptera,,tricolor,Spix,1823,0,"Sim. Vespert. Brasil","p. 61","Spix's Disk-winged Bat"
Thyropteridae,Thyroptera,,wynneae,"Velazco, Gregorin, Voss & Simmons",2014,0,"Am. Mus. Novitates","3795: 4","Patricia's disk-winged bat"
Vespertilionidae,Histiotus,,laephotis,Thomas,1916,0,"Ann. Mag. Nat. Hist.","ser. 8, 17: 275","Thomas' Big-eared Brown Bat"
Vespertilionidae,Histiotus,,mochica,"Velazco, Almeida, Cláudio, Giménez & Giannini",2021,0,"Am. Mus. Novitates","3979: 7","Moche's Leaf-eared Bat"
Vespertilionidae,Histiotus,,montanus,"Philippi & Landbeck",1861,1,"Arch. Naturgesch.","p. 289","Small Big-eared Brown Bat"
Vespertilionidae,Histiotus,,velatus,"I. Geoffroy Saint-Hilaire",1824,1,"Ann. Sci. Nat. Zool.","3: 446","Tropical Big-eared Brown Bat"
Vespertilionidae,Lasiurus,Lasiurus,arequipae,"Málaga, Díaz, Arias & Medina",2020,0,"Rev. Mex. Biodivers.","91(2020): 4","Arequipa Cinnamon Bat"
Vespertilionidae,Lasiurus,Lasiurus,blossevillii,"Lesson & Garnot",1826,1,"Ferussac&apos;s Bull. Sci. Nat. Geol.","8: 95","Southern Red Bat"
Vespertilionidae,Lasiurus,Dasypterus,ega,Gervais,1856,1,"In F. Comte de Castelnau, Exped. Partes Cen. Am. Sud. Zool. (Sec. 7)","Vol. 1, pt. 2 (Mammifères): 73","Southern Yellow Bat"
Vespertilionidae,Lasiurus,Aeorestes,villosissimus,"É. Geoffroy Saint-Hilaire",1806,0,"Ann. Mus. Hist. Nat. Paris","8(1806): 204","Hairy Hoary Bat"
Vespertilionidae,Myotis,Pizonyx,albescens,"É. Geoffroy Saint-Hilaire",1806,1,"Ann. Mus. Natn. Hist. Nat. Paris","8: 204","Silver-tipped Myotis"
Vespertilionidae,Myotis,Pizonyx,atacamensis,Lataste,1892,1,"Actes Soc. Sci. Chile","1: 80","Atacaman Myotis"
Vespertilionidae,Myotis,Pizonyx,bakeri,"Moratelli, Novaes, Bonilla & Wilson",2019,0,"Spec. Pub. Mus., Texas Tech Univ.","71: 241","Baker's Myotis"
Vespertilionidae,Myotis,Pizonyx,huariorum,"Díaz, Medina, Arias, López & Carrión Bonilla",2025,0,"J. Mammal.",2025(gyaf028):7,"Huariorum Myotis"
Vespertilionidae,Myotis,Pizonyx,keaysi,"J. A. Allen",1914,0,"Bull. Am. Mus. Nat. Hist.","33: 383","Keays' Myotis"
Vespertilionidae,Myotis,Pizonyx,nigricans,Schinz,1821,1,"Das Thierreich","1: 179","Black Myotis"
Vespertilionidae,Myotis,Pizonyx,oxyotus,Peters,1867,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1867: 19","Montane Myotis"
Vespertilionidae,Myotis,Pizonyx,riparius,Handley,1960,0,"Proc. U.S. Natl. Mus.","112: 466","Riparian Myotis"
Vespertilionidae,Myotis,Pizonyx,simus,Thomas,1901,0,"Ann. Mag. Nat. Hist.","ser. 7, 7: 541","Velvety Myotis"
Vespertilionidae,Neoeptesicus,,andinus,"J. A. Allen",1914,1,"Bull. Amer. Mus. Nat. Hist.","33: 382","Little Black Serotine"
Vespertilionidae,Neoeptesicus,,brasiliensis,Desmarest,1819,1,"Nouv. Dict. Hist. Nat., Nouv. ed.","35: 478","Brazilian Brown Bat"
Vespertilionidae,Neoeptesicus,,furinalis,"d'Orbigny & Gervais",1847,1,"In d'Orbigny Voy. Am. Merid., Atlas Zool.","v. 4, p. 2: 13","Argentinian Brown Bat"
Vespertilionidae,Neoeptesicus,,innoxius,Gervais,1841,1,"In Eydoux and Souleyet, Voy. autour du monde...la Bonite, Zool.","1: 35, pl. 11, figs 7-9","Harmless Serotine"
Vespertilionidae,Rhogeessa,,velilla,"Thomas ",1903,0,"Ann. Mag. Nat. Hist.","ser. 7, 11: 383","Ecuadoran Little Yellow Bat"
