Family,Genus,Subgenus,Species,Author,Date,"Parentheses (1=author & date in parentheses)",Citation,Pages,"Common Name"
Vespertilionidae,Lasiurus,Dasypterus,ega,Gervais,1856,1,"In F. Comte de Castelnau, Exped. Partes Cen. Am. Sud. Zool. (Sec. 7)","Vol. 1, pt. 2 (Mammifères): 73","Southern Yellow Bat"
Vespertilionidae,Lasiurus,Lasiurus,frantzii,Peters,1871,1,"Zeitschrift f&uuml;r ges. Naturschft.","36(1870): 531","Desert Red Bat"
Vespertilionidae,Lasiurus,Dasypterus,intermedius,"H. Allen",1862,0,"Proc. Acad. Nat. Sci. Phil.","14: 246","Northern Yellow Bat"
Vespertilionidae,Lasiurus,Lasiurus,seminolus,Rhoads,1895,1,"Proc. Acad. Nat. Sci. Phil.","47: 32","Seminole Bat"
Vespertilionidae,Lasiurus,Aeorestes,semotus,"H. Allen",1890,1,"Proc. U.S. Natl. Mus.","13(1890): 173","Hawaiian Hoary Bat"
Vespertilionidae,Lasiurus,Dasypterus,xanthinus,Thomas,1897,0,"Ann. Mag. Nat. Hist.","ser. 6, 20: 544","Western Yellow Bat"
Vespertilionidae,Myotis,Pizonyx,auriculus,"Baker & Stains",1955,0,"Univ. Kansas Publ. Mus. Nat. Hist.","9: 83","Southwestern Myotis"
Vespertilionidae,Myotis,Pizonyx,austroriparius,Rhoads,1897,1,"Proc. Acad. Nat. Sci. Phil.","49: 227","Southeastern Myotis"
Vespertilionidae,Myotis,Pizonyx,californicus,"Audubon & Bachman",1842,1,"J. Acad. Nat. Sci. Phil., ser. 1","8: 285","Californian Myotis"
Vespertilionidae,Myotis,Pizonyx,ciliolabrum,Merriam,1886,1,"Proc. Biol. Soc. Wash.","4: 2","Western Small-footed Myotis"
Vespertilionidae,Myotis,Pizonyx,evotis,"H. Allen",1864,1,"Smithson. Misc. Coll.","7: 48","Long-eared Myotis"
Vespertilionidae,Myotis,Pizonyx,grisescens,"A. H. Howell",1909,0,"Proc. Biol. Soc. Wash.","22: 46","Gray Myotis"
Vespertilionidae,Myotis,Pizonyx,keenii,Merriam,1895,1,"Am. Nat.","29: 860","Keen's Myotis"
Vespertilionidae,Myotis,Pizonyx,leibii,"Audubon & Bachman",1842,1,"J. Acad. Nat. Sci. Phil., ser. 1","8: 284","Eastern Small-footed Myotis"
Vespertilionidae,Myotis,Pizonyx,lucifugus,"Le Conte",1831,1,"In McMurtie, Animal Kingdom","1(App.): 431","Little Brown Myotis; Little Brown Bat"
Vespertilionidae,Myotis,Pizonyx,occultus,Hollister,1909,0,"Proc. Biol. Soc. Wash.","22: 43","Arizona Myotis"
Vespertilionidae,Myotis,Pizonyx,septentrionalis,Trouessart,1897,1,"Catalog. Mammal. Vivent.","p. 131","Northern Myotis"
Vespertilionidae,Myotis,Pizonyx,sodalis,"Miller & Allen",1928,0,"Bull. U.S. Natl. Mus.","144: 130","Indiana Myotis"
Vespertilionidae,Myotis,Pizonyx,thysanodes,Miller,1897,0,"N. Am. Fauna","13: 80","Fringed Myotis"
Vespertilionidae,Myotis,Pizonyx,velifer,"J. A. Allen",1890,1,"Bull. Am. Mus. Nat. Hist.","3: 177","Cave Myotis"
Vespertilionidae,Myotis,Pizonyx,volans,"H. Allen",1866,1,"Proc. Acad. Nat. Sci. Phil.","18: 282","Long-legged Myotis"
Vespertilionidae,Myotis,Pizonyx,yumanensis,"H. Allen",1864,1,"Smithson. Misc. Coll.","7: 58","Yuma Myotis"
Vespertilionidae,Nycticeius,,humeralis,Rafinesque,1818,1,"Am. Mon. Mag.","3(6): 445","Evening Bat"
Vespertilionidae,Parastrellus,,hesperus,"H. Allen",1864,1,"Smithson. Misc. Coll.","7: 43","Canyon Bat"
Vespertilionidae,Perimyotis,Perimyotis,subflavus,"F. Cuvier",1832,1,"Nouv. Ann. Mus. Natn. Hist. Nat. Paris","1: 17","Tricolored Bat"
