Family,Genus,Subgenus,Species,Author,Date,"Parentheses (1=author & date in parentheses)",Citation,Pages,"Common Name"
Natalidae,Chilonatalus,,micropus,Dobson,1880,1,"Proc. Zool. Soc. Lond.","1880: 443","Cuban Lesser Funnel-eared Bat"
Natalidae,Natalus,,tumidirostris,Miller,1900,0,"Proc. Biol. Soc. Wash.","13: 160","Trinidadian Greater Funnel-eared Bat"
Noctilionidae,Noctilio,Noctilio,leporinus,Linnaeus,1758,1,"Syst. Nat","10th ed., 1: 32","Greater Bulldog Bat"
Phyllostomidae,Ametrida,,centurio,Gray,1847,0,"Proc. Zool. Soc. Lond.","1847: 15","Little White-shouldered Bat"
Phyllostomidae,Anoura,,aequatoris,Lönnberg,1921,1,"Arkiv. Zool., Stockholm","14(4): 65","Ecuadorian Tailless Bat"
Phyllostomidae,Anoura,,cadenai,"Mantilla-Meluk & Baker",2006,0,"Occas. Pap. Mus. Texas Tech Univ.","261: 11","Cadena&apos;s Tailless Bat"
Phyllostomidae,Anoura,,caudifer,"É. Geoffroy Saint-Hilaire",1818,1,"Mem. Mus. Natn. Hist. Nat. Paris","4: 418","Tailed Tailless Bat"
Phyllostomidae,Anoura,,cultrata,Handley,1960,0,"Proc. U.S. Natl. Mus.","112: 463","Handley's Tailless Bat"
Phyllostomidae,Anoura,,fistulata,"Muchhala, Mena & Albuja",2005,0,"J. Mammal.","86(3): 458","Tube-lipped Tailless Bat"
Phyllostomidae,Anoura,,geoffroyi,Gray,1838,0,"Mag. Zool. Bot.","2: 490","Geoffroy's Tailless Bat"
Phyllostomidae,Anoura,,latidens,Handley,1984,0,"Proc. Biol. Soc. Wash.","97(3): 513","Broad-toothed Tailless Bat"
Phyllostomidae,Anoura,,luismanueli,Molinari,1994,0,"Trop. Zool.","7: 76","Luis Manuel's Tailless Bat"
Phyllostomidae,Anoura,,peruana,Tschudi,1844,1,"Untersuchungen über die Fauna Peruana ",1844:71,"Peruvian Tailless Bat"
Phyllostomidae,Artibeus,,aequatorialis,"K. Andersen",1906,0,"Ann. Mag. Nat. Hist.","ser. 7, 18: 421","Equatorial Fruit-eating Bat"
Phyllostomidae,Artibeus,,amplus,Handley,1987,0,"Fieldiana, Zool., n.s.","39: 164","Large Fruit-eating Bat"
Phyllostomidae,Artibeus,,concolor,Peters,1865,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1865: 357","Brown Fruit-eating Bat"
Phyllostomidae,Artibeus,,jamaicensis,Leach,1821,0,"Trans. Linn. Soc. Lond.","13: 75","Jamaican Fruit-eating Bat"
Phyllostomidae,Artibeus,,lituratus,Olfers,1818,1,"In Eschwege, J. Brasilien, Neue Bibliothek. Reisenb.","15: 224","Great Fruit-eating Bat"
Phyllostomidae,Artibeus,,obscurus,Schinz,1821,1,"In G. Cuvier, Das Tierreich","1: 164","Dark Fruit-eating Bat"
Phyllostomidae,Artibeus,,planirostris,Spix,1823,1,"Sim. Vespert. Brasil","p. 66","Flat-headed Fruit-eating Bat"
Phyllostomidae,Carollia,,brevicauda,Schinz,1821,1,"Das Thierreich","1: 164","Silky Short-tailed Bat"
Phyllostomidae,Carollia,,castanea,"H. Allen",1890,0,"Proc. Am. Philos. Soc.","28: 19","Chestnut Short-tailed Bat"
Phyllostomidae,Carollia,,monohernandezi,"Muñoz, Cuartas & González",2004,0,"Actual. Biol.","26(80): 81","Hern&aacute;ndez-Camacho's Short-tailed Bat"
Phyllostomidae,Carollia,,perspicillata,Linnaeus,1758,1,"Syst. Nat., 10th ed.","1: 31","Seba's Short-tailed Bat"
Phyllostomidae,Centurio,,senex,Gray,1842,0,"Ann. Mag. Nat. Hist.","ser. 1, 10: 259","Wrinkle-faced Bat"
Phyllostomidae,Chiroderma,,gorgasi,Handley,1960,0,"Proc. U.S. Natl. Mus.",112:464,"Fierce Big-eyed Bat"
Phyllostomidae,Chiroderma,,salvini,Dobson,1878,0,"Cat. Chiroptera Brit. Mus.","p. 532","Salvin's Big-eyed Bat"
Phyllostomidae,Chiroderma,,trinitatum,Goodwin,1958,0,"Am. Mus. Novitates","1877: 1","Little Big-eyed Bat"
Phyllostomidae,Chiroderma,,villosum,Peters,1860,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1860: 748","Hairy Big-eyed Bat"
Phyllostomidae,Choeroniscus,,godmani,Thomas,1903,1,"Ann. Mag. Nat. Hist.","ser. 7, 11: 288","Godman's Long-tongued Bat"
Phyllostomidae,Choeroniscus,,minor,Peters,1868,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1868: 366","Lesser Long-tongued Bat"
Phyllostomidae,Choeroniscus,,periosus,Handley,1966,0,"Proc. Biol. Soc. Wash.","79: 84","Greater Long-tongued Bat"
Phyllostomidae,Chrotopterus,,auritus,Peters,1856,1,"Abhandl. Akad. Wiss. Berlin","1856: 305","Woolly False Vampire Bat"
Phyllostomidae,Dermanura,,anderseni,Osgood,1916,1,"Field Mus. Nat. Hist. Publ., Zool. Ser.","10: 212","Andersen's Fruit-eating Bat"
Phyllostomidae,Dermanura,,bogotensis,"K. Andersen",1906,1,"Ann. Mag. Nat. Hist.","ser. 7, 18: 421","Bogot&aacute; Fruit-eating Bat"
Phyllostomidae,Dermanura,,glauca,Thomas,1893,1,"Proc. Zool. Soc. Lond.","1893: 336","Silvery Fruit-eating Bat"
Phyllostomidae,Dermanura,,phaeotis,Miller,1902,0,"Proc. Acad. Nat. Sci. Phil.","54: 405","Pygmy Fruit-eating Bat"
Phyllostomidae,Dermanura,,rava,Miller,1902,0,"Proc. Acad. Nat. Sci. Phil.","54: 404","Amber Fruit-eating Bat"
Phyllostomidae,Dermanura,,rosenbergi,Thomas,1897,1,"Ann. Mag. Nat. Hist.","ser. 6, 20: 545","Rosenberg&apos;s Fruit-eating Bat"
Phyllostomidae,Desmodus,,rotundus,"É. Geoffroy Saint-Hilaire",1810,1,"Ann. Mus. Natn. Hist. Nat. Paris","15: 181","Common Vampire Bat"
Phyllostomidae,Diaemus,,youngii,Jentink,1893,1,"Notes Leyden Mus","15: 282","White-winged Vampire Bat"
Phyllostomidae,Diphylla,,ecaudata,Spix,1823,0,"Sim. Vespert. Brasil",p.68,"Hairy-legged Vampire Bat"
Phyllostomidae,Enchisthenes,,hartii,Thomas,1892,1,"Ann. Mag. Nat. Hist.","ser. 6, 10: 409","Velvety Fruit-eating Bat"
Phyllostomidae,Gardnerycteris,,crenulata,"É. Geoffroy Saint-Hilaire",1803,1,"Cat. Mamm. Mus. Nat. d'Hist. Nat.","p. 61","Striped Hairy-nosed Bat"
Phyllostomidae,Gardnerycteris,,koepckeae,"Gardner & Patton",1972,1,"Occas. Papers Mus. Zool. Louisiana State Univ.","43: 7","Koepcke's Hairy-nosed Bat"
Phyllostomidae,Glossophaga,,bakeri,"Webster & Jones",1987,0,"Occas. Pap. Mus. Texas Tech Univ.","109: 2","Baker's Long-tongued Bat"
Phyllostomidae,Glossophaga,,longirostris,Miller,1898,0,"Proc. Acad. Nat. Sci. Phil.","50: 330","Miller's Long-tongued Bat"
Phyllostomidae,Glossophaga,,soricina,Pallas,1766,1,"Misc. Zool.","p. 48","Pallas's Long-tongued Bat"
Phyllostomidae,Glyphonycteris,,daviesi,Hill,1965,1,Mammalia,"28: 557","Graybeard Bat"
Phyllostomidae,Glyphonycteris,,sylvestris,Thomas,1896,0,"Ann. Mag. Nat. Hist.","ser. 6, 18: 302","Tricolored Bat"
Phyllostomidae,Hsunycteris,,cadenai,"Woodman & Timm",2006,1,"Proc. Biol. Soc. Wash.","119(4): 462","Cadena&apos;s Nectar Bat"
Phyllostomidae,Hsunycteris,,thomasi,"J. A. Allen",1904,1,"Bull. Am. Mus. Nat. Hist.","20: 230","Thomas's Nectar Bat"
Phyllostomidae,Lampronycteris,,brachyotis,Dobson,1879,1,"Proc. Zool. Soc. Lond.","1879: 880","Orange-throated Bat"
Phyllostomidae,Leptonycteris,,curasoae,Miller,1900,0,"Proc. Biol. Soc. Wash.","13: 126","Cura&ccedil;aoan Long-nosed Bat"
Phyllostomidae,Lichonycteris,,degener,Miller,1931,0,"J. Mammal.","12(4): 411","Common Long-tongued Bat"
Phyllostomidae,Lichonycteris,,obscura,Thomas,1895,0,"Ann. Mag. Nat. Hist.","ser. 6, 16: 55","Dark Long-tongued Bat"
Phyllostomidae,Lionycteris,,spurrelli,Thomas,1913,0,"Ann. Mag. Nat. Hist.","ser. 8, 12: 271","Chestnut Long-tongued Bat"
Phyllostomidae,Lonchophylla,,chocoana,D&aacute;valos,2004,0,"Am. Mus. Novitates","3426: 4","Choc&oacute; Nectar Bat"
Phyllostomidae,Lonchophylla,,concava,Goldman,1914,0,"Smithsonian Miscellaneous Collections","63(5): 2","Goldman's Nectar Bat"
Phyllostomidae,Lonchophylla,,fornicata,Woodman,2007,0,"Proc. Biol. Soc. Wash.","120(3): 343","Pacific Forest Nectar Bat"
Phyllostomidae,Lonchophylla,,orienticollina,"Dávalos & Corthals",2008,0,"Am. Mus. Novitates","3635: 5","Eastern Cordilleran Nectar Bat"
Phyllostomidae,Lonchophylla,,robusta,Miller,1912,0,"Proc. U.S. Natl. Mus.","42: 23","Orange Nectar Bat"
Phyllostomidae,Lonchorhina,,aurita,Tomes,1863,0,"Proc. Zool. Soc. Lond.","1863: 83","Common Sword-nosed Bat"
Phyllostomidae,Lonchorhina,,mankomara,"Mantilla-Meluk & Montenegro",2016,0,"Rev. Biodivers. Neotrop.","6(2): 174","Mother Mara's Sword-nosed Bat"
Phyllostomidae,Lonchorhina,,marinkellei,"Hern&aacutendez-Camacho & Cadena-G.",1978,0,Caldasia,"12: 229","Marinkelle's Sword-nosed Bat"
Phyllostomidae,Lonchorhina,,orinocensis,"Linares & Ojasti",1971,0,"Novid. Cient. Contrib. Occas. Mus. Hist. Nat. La Salle, Ser. Zool.","36: 2","Orinocoan Sword-nosed Bat"
Phyllostomidae,Lophostoma,,brasiliense,Peters,1867,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1866: 674","Pygmy Round-eared Bat"
Phyllostomidae,Lophostoma,,carrikeri,"J. A. Allen",1910,1,"Bull. Am. Mus. Nat. Hist.","28: 147","Carriker's Round-eared Bat"
Phyllostomidae,Lophostoma,,nicaraguae,Goodwin,1942,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1866: 674","Mesoamerican Round-eared Bat"
Phyllostomidae,Lophostoma,,occidentale,"Davis & Carter",1978,1,"Occas. Pap. Mus. Texas Tech Univ.","53: 6","Western Round-eared Bat"
Phyllostomidae,Lophostoma,,silvicola,d'Orbigny,1836,0,"Voy. Amer. Merid. Atlas Zool.","pl. 6","White-throated Round-eared Bat"
Phyllostomidae,Macrophyllum,,macrophyllum,Schinz,1821,1,"Das Thierreich","1: 163","Long-legged Bat"
Phyllostomidae,Mesophylla,,macconnelli,Thomas,1901,0,"Ann. Mag. Nat. Hist.","ser. 7, 8: 145","MacConnell's Bat"
Phyllostomidae,Micronycteris,Xenoctenes,hirsuta,Peters,1869,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1869: 397","Hairy Big-eared Bat"
Phyllostomidae,Micronycteris,Micronycteris,megalotis,Gray,1842,1,"Ann. Mag. Nat. Hist.","ser. 1, 10: 257","Little Big-eared Bat"
Phyllostomidae,Micronycteris,Micronycteris,microtis,Miller,1898,0,"Proc. Acad. Nat. Sci. Phil.","50: 328","Common Big-eared Bat"
Phyllostomidae,Micronycteris,Schizonycteris,minuta,Gervais,1856,1,"In F. Comte de Castelnau, Exped. Partes Cen. Am. Sud., Zool. (Sec. 7)","Vol. 1, pt. 2 (Mammifères): 50","Tiny Big-eared Bat"
Phyllostomidae,Micronycteris,Leuconycteris,schmidtorum,Sanborn,1935,0,"Field Mus. Nat. Hist. Publ., Zool. Ser.","20: 81","Schmidt's Big-eared Bat"
Phyllostomidae,Mimon,,bennettii,Gray,1838,1,"Mag. Zool. Bot.","2: 488","Southern Golden Bat"
Phyllostomidae,Mimon,,cozumelae,Goldman,1914,0,"Proc. Biol. Soc. Wash.","27: 75","Cozumelan Golden Bat"
Phyllostomidae,Phylloderma,,stenops,Peters,1865,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1865: 513","Pale-faced Bat"
Phyllostomidae,Phyllostomus,,discolor,Wagner,1843,1,"Arch. Naturgesch.","9(1): 366","Pale Spear-nosed Bat"
Phyllostomidae,Phyllostomus,,elongatus,"É. Geoffroy Saint-Hilaire",1810,1,"Ann. Mus. Natn. Hist. Nat. Paris","15: 182","Lesser Spear-nosed Bat"
Phyllostomidae,Phyllostomus,,hastatus,Pallas,1767,1,"Spicil. Zool.","3: 7","Greater Spear-nosed Bat"
Phyllostomidae,Phyllostomus,,latifolius,Thomas,1901,1,"Ann. Mag. Nat. Hist.","ser. 7, 8: 142","Guianan Spear-nosed Bat"
Phyllostomidae,Platyrrhinus,,albericoi,Velazco,2005,0,"Fieldiana Zool.","105: 21","Alberico&apos;s Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,angustirostris,"Velazco, Gardner & Patterson",2010,0,"Zool. J Linn. Soc.","159(3): 800","Slender Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,brachycephalus,"Rouk & Carter",1972,1,"Occas. Pap. Mus. Texas Tech Univ.","1: 1","Short-headed Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,dorsalis,Thomas,1900,1,"Ann. Mag. Nat. Hist.","ser. 7, 5: 269","Thomas' Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,fusciventris,"Velazco, Gardner & Patterson",2010,0,"Zool. J Linn. Soc.","159: 803","Brown-bellied Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,helleri,Peters,1866,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1866: 392","Heller's Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,incarum,Thomas,1912,1,"Ann. Mag. Nat. Hist.","ser. 8, 9: 408","Incan Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,ismaeli,Velazco,2005,0,"Fieldiana Zool.","105: 27","Ismael&apos;s Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,lineatus,"É. Geoffroy Saint-Hilaire",1810,1,"Ann. Mus. Natn. Hist. Nat. Paris","15: 180","White-lined Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,nitelinea,"Velazco & Gardner",2009,0,"Proc. Biol. Soc. Wash.","122(3): 268","Western Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,umbratus,Lyon,1902,1,"Proc. Biol. Soc. Wash.","15: 151","Shadowy Broad-nosed Bat"
Phyllostomidae,Platyrrhinus,,vittatus,Peters,1860,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1860: 225","Greater Broad-nosed Bat"
Phyllostomidae,Rhinophylla,,alethina,Handley,1966,0,"Proc. Biol. Soc. Wash.","79: 86","Hairy Little Fruit Bat"
Phyllostomidae,Rhinophylla,,fischerae,Carter,1966,0,"Proc. Biol. Soc. Wash.","79: 235","Fischer's Little Fruit Bat"
Phyllostomidae,Rhinophylla,,pumilio,Peters,1865,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1865: 355","Dwarf Little Fruit Bat"
Phyllostomidae,Sphaeronycteris,,toxophyllum,Peters,1882,0,"Sitzb. Preuss. Akad. Wiss.","45: 989","Visored Bat"
Phyllostomidae,Sturnira,Sturnira,aratathomasi,"Peterson & Tamsitt",1968,0,"R. Ontario Mus. Life Sci. Occas. Pap.","12: 1","Aratathomas' Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Corvira,bidens,Thomas,1915,1,"Ann. Mag. Nat. Hist.","ser. 8, 16(94): 311","Bidentate Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,bogotensis,Shamel,1927,0,"Proc. Biol. Soc. Wash.","40: 129","Bogot&aacute; Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,erythromos,Tschudi,1844,1,"Fauna Peruana","p. 64","Hairy Yellow-shouldered Bat"
Phyllostomidae,Sturnira,,giannae,"Velazco & Patterson",2019,0,"Bull. Amer. Mus. Nat. Hist.","429: 26","Gianna's Yellow-shouldered Bat"
Phyllostomidae,Sturnira,,koopmanhilli,"McCarthy, Albuja & Alberico",2006,0,"Ann. Carnegie Mus.","75(2): 99","Koopman and Hill&apos;s Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,ludovici,Anthony,1924,0,"Am. Mus. Novitates","139: 8","Highland Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,luisi,Davis,1980,0,"Occas. Pap. Mus. Texas Tech Univ.","70: 1","Luis' Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,magna,"de la Torre",1966,0,"Proc. Biol. Soc. Wash.","79: 267","Greater Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,mistratensis,"Contreras Vega & Cadena",2000,0,"Rev. Acad. Colomb. Cienc.","24: 286","Mistratoan Yellow-shouldered Bat"
Phyllostomidae,Sturnira,Sturnira,tildae,"de la Torre",1959,0,"Chicago Acad. Sci. Nat. Hist. Misc.","166: 1","Tilda's Yellow-shouldered Bat"
Phyllostomidae,Tonatia,,bakeri,"Williams, Willig & Reid",1995,0,"J. Mammal.","1519: 622","Baker's Round-eared Bat"
Phyllostomidae,Tonatia,,maresi,"Williams, Willig & Reid",1995,0,"J. Mammal.","1519: 623","Mares' Round-eared Bat"
Phyllostomidae,Trachops,,cirrhosus,Spix,1823,1,"Sim. Vespert. Brasil.","p. 64","Fringe-lipped Bat"
Phyllostomidae,Trinycteris,,nicefori,Sanborn,1949,1,"Fieldiana Zool.","31: 230","Niceforo's Bat"
Phyllostomidae,Uroderma,,bakeri,Mantilla-Meluk,2014,0,"Occas. Pap. Mus. Texas Tech Univ.","325: 10","Baker's Tent-making Bat"
Phyllostomidae,Uroderma,,bilobatum,Peters,1866,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1866: 394","Common Tent-making Bat"
Phyllostomidae,Uroderma,,convexum,Lyon,1902,0,"Proc. Biol. Soc. Wash.","15: 83","Arcuate Tent-making Bat"
Phyllostomidae,Uroderma,,magnirostrum,Davis,1968,0,"J. Mammal.","49: 679","Brown Tent-making Bat"
Phyllostomidae,Vampyressa,Vampyressa,melissa,Thomas,1926,0,"Ann. Mag. Nat. Hist.","ser. 9, 18: 157","Melissa's Little Yellow-eared Bat"
Phyllostomidae,Vampyressa,Vampyressa,voragine,"Morales-Martínez, Rodríguez-Posada & Ramírez-Chaves",2021,0,"J. Mammal.","102(1): 93","La Vorágine Little Yellow-eared Bat"
Phyllostomidae,Vampyriscus,Vampyriscus,bidens,Dobson,1878,1,"Cat. Chiroptera Brit. Mus.","p. 535","Bidentate Yellow-eared Bat"
Phyllostomidae,Vampyriscus,Metavampyressa,brocki,Peterson,1968,1,"R. Ontario Mus. Life Sci. Contrib.","73: 1","Brock's Yellow-eared Bat"
Phyllostomidae,Vampyriscus,Metavampyressa,nymphaeus,Thomas,1909,1,"Ann. Mag. Nat. Hist.","ser. 8, 4: 230","Striped Yellow-eared Bat"
Phyllostomidae,Vampyrodes,,caraccioli,Thomas,1889,1,"Ann. Mag. Nat. Hist.","ser. 6, 4: 167","Caracciolo&apos;s Stripe-faced Bat"
Phyllostomidae,Vampyrodes,,major,"G.M. Allen",1908,0,"Bull. Mus. Comp. Zool.","52: 38","Greater Stripe-faced Bat"
Phyllostomidae,Vampyrum,,spectrum,Linnaeus,1758,1,"Syst. Nat., 10th ed.","1: 31","Spectral Bat"
Thyropteridae,Thyroptera,,discifera,"Lichtenstein & Peters",1854,1,"Ber.  Akad. Wiss. Berlin","1854: 336","Peters's Disk-winged Bat"
Thyropteridae,Thyroptera,,lavali,Pine,1993,0,Mammalia,"57: 213","LaVal's Disk-winged Bat"
Thyropteridae,Thyroptera,,tricolor,Spix,1823,0,"Sim. Vespert. Brasil","p. 61","Spix's Disk-winged Bat"
Vespertilionidae,Eptesicus,,fuscus,"Palisot de Beauvois",1796,1,"Cat. Raisonne Mus. Peale Phil.","p. 18","Big Brown Bat"
Vespertilionidae,Histiotus,,cadenai,"Rodríguez-Posada, Ramírez-Chaves &
Morales-Martínez",2021,0,Caldasia,"43(2): 226","Cadena's Big-eared Brown Bat"
Vespertilionidae,Histiotus,,colombiae,Thomas,1916,0,"Ann. Mag. Nat. Hist.","ser. 8, 17 : 274","Colombian Big-eared Brown Bat"
Vespertilionidae,Histiotus,,humboldti,Handley,1996,0,"Proc. Biol. Soc. Wash.","109: 2","Humboldt's Big-eared Brown Bat"
