Family,Genus,Subgenus,Species,Author,Date,"Parentheses (1=author & date in parentheses)",Citation,Pages,"Common Name"
Molossidae,Otomops,,martiensseni,Matschie,1897,1,"Arch. Naturgesch.","63(1): 84","Large-eared Giant Mastiff Bat"
Molossidae,Sauromys,,petrophilus,Roberts,1917,1,"Ann. Transvaal Mus.","6: 4","Roberts&apos; Flat-headed Bat"
Molossidae,Tadarida,,fulminans,Thomas,1903,1,"Ann. Mag. Nat. Hist.","ser. 7, 12: 501","Malagasy Free-tailed Bat"
Nycteridae,Nycteris,"Unnamed - Nycteris",thebaica,"É. Geoffroy Saint-Hilaire",1813,0,"Ann. Mus. Natn. Hist. Nat. Paris","p. 20","Egyptian Slit-faced Bat"
Nycteridae,Nycteris,Nycteris,woodi,"K. Andersen",1914,0,"Ann. Mag. Nat. Hist.","ser. 8, 13: 563","Wood's Slit-faced Bat"
Pteropodidae,Eidolon,,helvum,Kerr,1792,1,"In Linnaeus, Anim. Kingdom","1(1): xvii, 91","African Straw-colored Fruit Bat"
Pteropodidae,Epomophorus,,wahlbergi,Sundevall,1846,1,"Ofv. Kongl. Svenska Vet.-Akad. Forhandl. Stockholm","3(4): 118","Wahlberg&apos;s Epauletted Fruit Bat"
Pteropodidae,Rousettus,Rousettus,aegyptiacus,"É. Geoffroy Saint-Hilaire",1810,1,"Ann. Mus. Natn. Hist. Nat. Paris","15: 96","Egyptian Rousette"
Rhinolophidae,Rhinolophus,,acrotis,"von Heuglin",1861,0,"Nov. Actorum Acad. Caes. Leop.-Carol. Nat. Cur.","29, 8: p. 4, 10","Eritrean Horseshoe Bat"
Rhinolophidae,Rhinolophus,,blasii,Peters,1867,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1866: 17","Blasius' Horseshoe Bat"
Rhinolophidae,Rhinolophus,,capensis,Lichtenstein,1823,0,"Verz. Doblet. Mus. Univ. Berlin","p. 4","Cape Horseshoe Bat"
Rhinolophidae,Rhinolophus,,cervenyi,"Benda, Uvizl, Eiseb & Avenant",2024,0,Mammalia,"88(3): 250","Červený's Horseshoe Bat"
Rhinolophidae,Rhinolophus,,cohenae,"Taylor, Stoffberg, Monadjem, Schoeman, Bayliss & Cotterill",2012,0,"PLoS ONE","7(9): 16","Cohen's Horseshoe Bat"
Rhinolophidae,Rhinolophus,,damarensis,Roberts,1946,0,"Ann. Trans. Mus.","20(4): 303","Damara Horseshoe Bat"
Rhinolophidae,Rhinolophus,,darlingi,"K. Andersen",1905,0,"Ann. Mag. Nat. Hist.","ser. 7, 15: 70","Darling's Horseshoe Bat"
Rhinolophidae,Rhinolophus,,denti,Thomas,1904,0,"Ann. Mag. Nat. Hist.","ser. 7, 13: 386","Dent's Horseshoe Bat"
Rhinolophidae,Rhinolophus,,fumigatus,R&uuml;ppell,1842,0,"Mus. Senckenbergianum","3: 132","R&uuml;ppell's Horseshoe Bat"
Rhinolophidae,Rhinolophus,,hildebrandtii,Peters,1878,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1878: 195","Hildebrandt's Horseshoe Bat"
Rhinolophidae,Rhinolophus,,landeri,Martin,1838,0,"Proc. Zool. Soc. Lond.","1837: 101","Lander's Horseshoe Bat"
Rhinolophidae,Rhinolophus,,simulator,"K. Andersen",1904,0,"Ann. Mag. Nat. Hist.","ser. 7, 14: 384","Bushveld Horseshoe Bat"
Rhinolophidae,Rhinolophus,,smithersi,"Taylor, Stoffberg, Monadjem, Schoeman, Bayliss & Cotterill",2012,0,"PLoS One","7(9): 19","Smithers' Horseshoe Bat"
Rhinolophidae,Rhinolophus,,swinnyi,Gough,1908,0,"Ann. Transvaal Mus.","1: 72","Swinny's Horseshoe Bat"
Rhinonycteridae,Cloeotis,,percivali,Thomas,1901,0,"Ann. Mag. Nat. Hist.","ser. 7, 8: 28","Percival's Short-eared Trident Bat"
Vespertilionidae,Afronycteris,,nanus,Peters,1852,1,"Reise nach Mossambique, S&auml;ugethier","p. 63","Banana Serotine"
Vespertilionidae,Afronycteris,,rautenbachi,"Kearney, De Vries & Markotter",2026,0,Zootaxa,"5768(1): 15","Kruger Tail-gland Bat"
Vespertilionidae,Cnephaeus,,hottentotus,"A. Smith",1833,1,"S. Afr. J.","2: 59","Long-tailed Serotine"
Vespertilionidae,Glauconycteris,,variegata,Tomes,1861,1,"Proc. Zool. Soc. Lond.","1861: 36","Variegated Butterfly Bat"
Vespertilionidae,Kerivoula,,argentata,Tomes,1861,0,"Proc. Zool. Soc. Lond.","1861: 32","Damara Woolly Bat"
Vespertilionidae,Kerivoula,,lanosa,"A. Smith",1847,1,"Illustr. Zool. S. Afr. Mamm.","pl. 50","Lesser Woolly Bat"
Vespertilionidae,Laephotis,,angolensis,Monard,1935,0,"Arquiv. Mus. Bocage","6: 45","Angolan Long-eared Bat"
Vespertilionidae,Laephotis,,capensis,"A. Smith",1829,1,"Zool. J.","4: 435","Cape Serotine"
Vespertilionidae,Laephotis,,namibensis,Setzer,1971,0,"Proc. Biol. Soc. Wash.","84: 259","Namibian Long-eared Bat"
Vespertilionidae,Laephotis,,stanleyi,"Goodman, Kearney, Ratsimbazafy & Hassanin",2017,1,Zootaxa,"4236(2): 361","Stanley's Serotine"
Vespertilionidae,Laephotis,,wintoni,Thomas,1901,0,"Ann. Mag. Nat. Hist.","ser. 7, 7: 460","de Winton's Long-eared Bat"
Vespertilionidae,Myotis,Chrysopteron,bocagii,Peters,1870,1,"J. Sci. Math. Phys. Nat. Lisboa","ser. 1, 3: 125","Rufous Myotis"
Vespertilionidae,Myotis,Chrysopteron,tricolor,Temminck,1832,1,"In Smuts, Enumer. Mamm. Capensium","p. 106","Temminck's Myotis"
Vespertilionidae,Myotis,Chrysopteron,welwitschii,Gray,1866,1,"Proc. Zool. Soc. Lond.","1866: 211","Welwitsch's Myotis"
Vespertilionidae,Neoromicia,,anchietae,Seabra,1900,1,"J. Sci. Math. Phys. Nat. Lisboa, ser. 2","6: 26","Anchieta's Serotine"
Vespertilionidae,Neoromicia,,hlandzeni,"Taylor, Strydom, Richards, Markotter, Toussaint, Kearney, Cotterill, Howard, Weier, Keith, Neef, Mamba, Magagula & Monadjem",2022,0,"Zool. J. Linn. Soc.","196: 1578, 1583","Lowveld Serotine"
Vespertilionidae,Neoromicia,,zuluensis,Roberts,1924,1,"Ann. Transv. Mus.","10(2): 60, fig. 1","Zulu Serotine"
Vespertilionidae,Nycticeinops,,schlieffenii,Peters,1859,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1859: 224","Schlieffen's Twilight Bat"
Vespertilionidae,Pipistrellus,Pipistrellus,hesperidus,Temminck,1840,1,"Monograph. Mammal... Mus&eacute;es de l'Europe","2: 211","Dusky Pipistrelle"
Vespertilionidae,Pipistrellus,Pipistrellus,rusticus,Tomes,1861,1,"Proc. Zool. Soc. Lond.","1861: 35","Rusty Pipistrelle"
Vespertilionidae,Pseudoromicia,,rendalli,Thomas,1889,1,"Ann. Mag. Nat. Hist.","ser. 6, 3: 362","Rendall's Serotine"
Vespertilionidae,Scotoecus,,albofuscus,Thomas,1890,1,"Ann. Mus. Civ. Stor. Nat. Genova","29: 84","Light-winged Lesser House Bat"
Vespertilionidae,Scotophilus,,dinganii,"A. Smith",1833,1,"S. Afr. Quart. J.","2: 59","Yellow-bellied House Bat"
Vespertilionidae,Scotophilus,,viridis,Peters,1852,1,"Reise nach Mossambique, S&auml;ugethiere","p. 67","Green House Bat"
Vespertilionidae,Vansonia,,rueppellii,"J. Fischer",1829,1,"Synopsis Mamm.","p. 109","R&uuml;ppell's Pipistrelle"
