Family,Genus,Subgenus,Species,Author,Date,"Parentheses (1=author & date in parentheses)",Citation,Pages,"Common Name"
Phyllostomidae,Anoura,,geoffroyi,Gray,1838,0,"Mag. Zool. Bot.","2: 490","Geoffroy's Tailless Bat"
Phyllostomidae,Artibeus,,hirsutus,"K. Andersen",1906,0,"Ann. Mag. Nat. Hist.","ser. 7, 18: 420","Hairy Fruit-eating Bat"
Phyllostomidae,Artibeus,,intermedius,"J.A. Allen",1897,0,"Bull. Am. Mus. Nat. Hist.","9(1897): 33","Common Fruit-eating Bat"
Phyllostomidae,Artibeus,,jamaicensis,Leach,1821,0,"Trans. Linn. Soc. Lond.","13: 75","Jamaican Fruit-eating Bat"
Phyllostomidae,Artibeus,,lituratus,Olfers,1818,1,"In Eschwege, J. Brasilien, Neue Bibliothek. Reisenb.","15: 224","Great Fruit-eating Bat"
Phyllostomidae,Carollia,,perspicillata,Linnaeus,1758,1,"Syst. Nat., 10th ed.","1: 31","Seba's Short-tailed Bat"
Phyllostomidae,Carollia,,sowelli,"Baker, Solari & Hoffmann",2002,0,"Occ. Pap. Mus. Texas Tech. Univ.","217: 4","Sowell&apos;s Short-tailed Bat"
Phyllostomidae,Carollia,,subrufa,Hahn,1905,1,"Proc. Biol. Soc. Wash.","18: 247","Gray Short-tailed Bat"
Phyllostomidae,Centurio,,senex,Gray,1842,0,"Ann. Mag. Nat. Hist.","ser. 1, 10: 259","Wrinkle-faced Bat"
Phyllostomidae,Chiroderma,,salvini,Dobson,1878,0,"Cat. Chiroptera Brit. Mus.","p. 532","Salvin's Big-eyed Bat"
Phyllostomidae,Chiroderma,,scopaeum,Handley,1966,0,"Anales Inst. Biol. Univ. Nac. Autón. México",297,"Mexican Big-eyed Bat"
Phyllostomidae,Chiroderma,,villosum,Peters,1860,0,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1860: 748","Hairy Big-eyed Bat"
Phyllostomidae,Choeroniscus,,godmani,Thomas,1903,1,"Ann. Mag. Nat. Hist.","ser. 7, 11: 288","Godman's Long-tongued Bat"
Phyllostomidae,Choeronycteris,,mexicana,Tschudi,1844,0,"Fauna Peruana","1: 72","Mexican Long-tongued Bat"
Phyllostomidae,Chrotopterus,,auritus,Peters,1856,1,"Abhandl. Akad. Wiss. Berlin","1856: 305","Woolly False Vampire Bat"
Phyllostomidae,Dermanura,,azteca,"K. Andersen",1906,1,"Ann. Mag. Nat. Hist.","ser. 7, 18: 422","Aztec Fruit-eating Bat"
Phyllostomidae,Dermanura,,phaeotis,Miller,1902,0,"Proc. Acad. Nat. Sci. Phil.","54: 405","Pygmy Fruit-eating Bat"
Phyllostomidae,Dermanura,,tolteca,Saussure,1860,1,"Rev. Mag. Zool. Paris","ser. 2, 12: 427","Toltec Fruit-eating Bat"
Phyllostomidae,Dermanura,,watsoni,Thomas,1901,1,"Ann. Mag. Nat. Hist.","ser. 7, 7: 542","Thomas' Fruit-eating Bat"
Phyllostomidae,Desmodus,,rotundus,"É. Geoffroy Saint-Hilaire",1810,1,"Ann. Mus. Natn. Hist. Nat. Paris","15: 181","Common Vampire Bat"
Phyllostomidae,Diaemus,,youngii,Jentink,1893,1,"Notes Leyden Mus","15: 282","White-winged Vampire Bat"
Phyllostomidae,Diphylla,,ecaudata,Spix,1823,0,"Sim. Vespert. Brasil",p.68,"Hairy-legged Vampire Bat"
Phyllostomidae,Enchisthenes,,hartii,Thomas,1892,1,"Ann. Mag. Nat. Hist.","ser. 6, 10: 409","Velvety Fruit-eating Bat"
Phyllostomidae,Gardnerycteris,,keenani,Handley,1960,1,"Proc. U.S. Natl. Mus.","112(3442): 460","Keenan&apos;s Hairy-nosed Bat"
Phyllostomidae,Glossophaga,,commissarisi,Gardner,1962,0,"Los Angeles Cty. Mus. Contrib. Sci.","54: 1","Commissaris's Long-tongued Bat"
Phyllostomidae,Glossophaga,,leachii,Gray,1844,1,"Mammalia, in Zool. Voy. ""Sulfur,""","1: 18","Gray's Long-tongued Bat"
Phyllostomidae,Glossophaga,,morenoi,"Mart&iacute;nez & Villa-R.",1938,0,"Anal. Inst. Biol. Univ. Nac. Auto. Mexico","9: 347","Western Long-tongued Bat"
Phyllostomidae,Glossophaga,,mutica,Merriam,1898,0,"Proc. Biol. Soc. Washington","12: 18","Tres Marias Long-tongued Bat"
Phyllostomidae,Glossophaga,,soricina,Pallas,1766,1,"Misc. Zool.","p. 48","Pallas's Long-tongued Bat"
Phyllostomidae,Glyphonycteris,,sylvestris,Thomas,1896,0,"Ann. Mag. Nat. Hist.","ser. 6, 18: 302","Tricolored Bat"
Phyllostomidae,Hylonycteris,,underwoodi,Thomas,1903,0,"Ann. Mag. Nat. Hist.","ser. 7, 11: 287","Underwood's Long-tongued Bat"
Phyllostomidae,Lampronycteris,,brachyotis,Dobson,1879,1,"Proc. Zool. Soc. Lond.","1879: 880","Orange-throated Bat"
Phyllostomidae,Leptonycteris,,nivalis,Saussure,1860,1,"Rev. Mag. Zool. Paris, ser. 2","12: 492","Mexican Long-nosed Bat"
Phyllostomidae,Leptonycteris,,yerbabuenae,"Mart&iacute;nez & Villa-R",1940,0,"Anal. Inst. Biol. Univ. Nac. Auto. Mexico","11: 313","Lesser Long-nosed Bat"
Phyllostomidae,Lichonycteris,,obscura,Thomas,1895,0,"Ann. Mag. Nat. Hist.","ser. 6, 16: 55","Dark Long-tongued Bat"
Phyllostomidae,Lonchorhina,,aurita,Tomes,1863,0,"Proc. Zool. Soc. Lond.","1863: 83","Common Sword-nosed Bat"
Phyllostomidae,Lophostoma,,evote,"Davis & Carter",1978,1,"Occas. Pap. Mus. Texas Tech Univ.","53: 8","Davis' Round-eared Bat"
Phyllostomidae,Lophostoma,,nicaraguae,Goodwin,1942,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1866: 674","Mesoamerican Round-eared Bat"
Phyllostomidae,Macrophyllum,,macrophyllum,Schinz,1821,1,"Das Thierreich","1: 163","Long-legged Bat"
Phyllostomidae,Macrotus,,californicus,Baird,1858,0,"Proc. Acad. Nat. Sci. Phil.","10: 116","Californian Leaf-nosed Bat"
Phyllostomidae,Macrotus,,waterhousii,Gray,1843,0,"Proc. Zool. Soc. Lond.","1843: 21","Waterhouse's Leaf-nosed Bat"
Phyllostomidae,Micronycteris,Micronycteris,microtis,Miller,1898,0,"Proc. Acad. Nat. Sci. Phil.","50: 328","Common Big-eared Bat"
Phyllostomidae,Micronycteris,Leuconycteris,schmidtorum,Sanborn,1935,0,"Field Mus. Nat. Hist. Publ., Zool. Ser.","20: 81","Schmidt's Big-eared Bat"
Phyllostomidae,Mimon,,cozumelae,Goldman,1914,0,"Proc. Biol. Soc. Wash.","27: 75","Cozumelan Golden Bat"
Phyllostomidae,Musonycteris,,harrisoni,"Schaldach & McLaughlin",1960,0,"Los Angeles Cty. Mus. Contrib. Sci.","37: 1, 3","Banana Bat"
Phyllostomidae,Phylloderma,,septentrionale,Goodwin,1940,0,"Am. Mus. Novitates","1075: 1","Northern Pale-faced Bat"
Phyllostomidae,Phyllops,,falcatus,Gray,1839,1,"Ann. Nat. Hist.",4:1,"Cuban Fig-eating Bat"
Phyllostomidae,Phyllostomus,,discolor,Wagner,1843,1,"Arch. Naturgesch.","9(1): 366","Pale Spear-nosed Bat"
Phyllostomidae,Platyrrhinus,,helleri,Peters,1866,1,"Monatsb. K. Preuss. Akad. Wiss. Berlin","1866: 392","Heller's Broad-nosed Bat"
Phyllostomidae,Sturnira,,hondurensis,Goodwin,1940,0,"Am. Mus. Novitates","1075: 1","Honduran Yellow-shouldered Bat"
Phyllostomidae,Sturnira,,parvidens,Goldman,1917,0,"Proc. Biol. Soc. Wash.","30: 116","Northern Yellow-shouldered Bat"
Phyllostomidae,Tonatia,,bakeri,"Williams, Willig & Reid",1995,0,"J. Mammal.","1519: 622","Baker's Round-eared Bat"
Phyllostomidae,Trachops,,coffini,Goldman,1925,0,"Proc. Biol. Soc. Washington","38: 23","Coffin's Fringe-lipped Bat"
Phyllostomidae,Trinycteris,,nicefori,Sanborn,1949,1,"Fieldiana Zool.","31: 230","Niceforo's Bat"
Phyllostomidae,Uroderma,,convexum,Lyon,1902,0,"Proc. Biol. Soc. Wash.","15: 83","Arcuate Tent-making Bat"
Phyllostomidae,Uroderma,,davisi,"Baker & McDaniel",1972,0,"Occas. Pap. Mus. Texas Tech Univ.","7: 1","Davis' Tent-making Bat"
Phyllostomidae,Uroderma,,magnirostrum,Davis,1968,0,"J. Mammal.","49: 679","Brown Tent-making Bat"
Phyllostomidae,Vampyressa,Vampyressa,thyone,Thomas,1909,0,"Ann. Mag. Nat. Hist.","ser. 8, 4: 231","Northern Little Yellow-eared Bat"
Phyllostomidae,Vampyressa,Vampyressa,villai,"Garbino, Hernández-Canchola, León-Paniagua & Tavares",2024,0,"J. Mammal.","105(3): 566, 568","Villa's Little Yellow-eared Bat"
Phyllostomidae,Vampyrodes,,major,"G.M. Allen",1908,0,"Bull. Mus. Comp. Zool.","52: 38","Greater Stripe-faced Bat"
Phyllostomidae,Vampyrum,,spectrum,Linnaeus,1758,1,"Syst. Nat., 10th ed.","1: 31","Spectral Bat"
Thyropteridae,Thyroptera,,tricolor,Spix,1823,0,"Sim. Vespert. Brasil","p. 61","Spix's Disk-winged Bat"
Vespertilionidae,Antrozous,,pallidus,"Le Conte",1856,1,"Proc. Acad. Nat. Sci. Phil.","7: 437","Pallid Bat"
Vespertilionidae,Baeodon,Baeodon,alleni,Thomas,1892,1,"Ann. Mag. Nat. Hist.","ser. 6, 10: 477","Allen's Yellow Bat"
Vespertilionidae,Baeodon,,gracilis,Miller,1897,1,"N. Am. Fauna","13: 126","Slender Yellow Bat"
Vespertilionidae,Bauerus,,dubiaquercus,"Van Gelder",1959,1,"Am. Mus. Novit.","1973: 2","Van Gelder's Bat"
Vespertilionidae,Corynorhinus,,leonpaniaguae,"López-Cuamatzi, Ortega, Ospina-Garcé, Zúñiga & MacSwiney G.",2024,0,"PLOS One","19(2): 23","León Paniagua’s Big-eared Bat"
Vespertilionidae,Corynorhinus,,mexicanus,"G. M. Allen",1916,0,"Bull. Mus. Comp. Zool.","60: 347","Mexican Big-eared Bat"
Vespertilionidae,Corynorhinus,,townsendii,Cooper,1837,1,"Ann. Lyc. Nat. Hist.","4: 73","Townsend's Big-eared Bat"
Vespertilionidae,Eptesicus,,fuscus,"Palisot de Beauvois",1796,1,"Cat. Raisonne Mus. Peale Phil.","p. 18","Big Brown Bat"
Vespertilionidae,Euderma,,maculatum,"J. A. Allen",1891,1,"Bull. Am. Mus. Nat. Hist.","3: 195","Spotted Bat"
Vespertilionidae,Idionycteris,,phyllotis,"G. M. Allen",1916,1,"Bull. Mus. Comp. Zool.","60: 352","Allen's Big-eared Bat"
Vespertilionidae,Lasionycteris,,noctivagans,"Le Conte",1831,1,"In McMurtie, Anim. Kingdom","1(App.): 431","Silver-haired Bat"
Vespertilionidae,Lasiurus,Lasiurus,borealis,M&uuml;ller,1776,1,"Linn&eacute;'s Vollstand. Natursystem, Suppl.","p. 20","Eastern Red Bat"
Vespertilionidae,Lasiurus,Aeorestes,cinereus,"Palisot de Beauvois",1796,1,"Cat. Raisonne Mus. Peale Phil.","p. 18","Hoary Bat"
Vespertilionidae,Lasiurus,Dasypterus,ega,Gervais,1856,1,"In F. Comte de Castelnau, Exped. Partes Cen. Am. Sud. Zool. (Sec. 7)","Vol. 1, pt. 2 (Mammifères): 73","Southern Yellow Bat"
Vespertilionidae,Lasiurus,Lasiurus,frantzii,Peters,1871,1,"Zeitschrift f&uuml;r ges. Naturschft.","36(1870): 531","Desert Red Bat"
Vespertilionidae,Lasiurus,Dasypterus,intermedius,"H. Allen",1862,0,"Proc. Acad. Nat. Sci. Phil.","14: 246","Northern Yellow Bat"
Vespertilionidae,Lasiurus,Dasypterus,xanthinus,Thomas,1897,0,"Ann. Mag. Nat. Hist.","ser. 6, 20: 544","Western Yellow Bat"
Vespertilionidae,Myotis,Pizonyx,albescens,"É. Geoffroy Saint-Hilaire",1806,1,"Ann. Mus. Natn. Hist. Nat. Paris","8: 204","Silver-tipped Myotis"
Vespertilionidae,Myotis,Pizonyx,auriculus,"Baker & Stains",1955,0,"Univ. Kansas Publ. Mus. Nat. Hist.","9: 83","Southwestern Myotis"
Vespertilionidae,Myotis,Pizonyx,californicus,"Audubon & Bachman",1842,1,"J. Acad. Nat. Sci. Phil., ser. 1","8: 285","Californian Myotis"
Vespertilionidae,Myotis,Pizonyx,carteri,LaVal,1973,0,"Sci. Bull. (Los Angeles, CA)",,"Carter's Myotis"
Vespertilionidae,Myotis,Pizonyx,ciliolabrum,Merriam,1886,1,"Proc. Biol. Soc. Wash.","4: 2","Western Small-footed Myotis"
Vespertilionidae,Myotis,Pizonyx,elegans,Hall,1962,0,"Univ. Kansas Publ. Mus. Nat. Hist.","14: 163-164","Elegant Myotis"
Vespertilionidae,Myotis,Pizonyx,evotis,"H. Allen",1864,1,"Smithson. Misc. Coll.","7: 48","Long-eared Myotis"
Vespertilionidae,Myotis,Pizonyx,extremus,"Miller & Allen",1928,0,"Bull. U.S. Natl. Mus.","144: VI, 11, 181","Mexican Black Myotis"
Vespertilionidae,Myotis,Pizonyx,findleyi,Bogan,1978,0,"J. Mammal.","59: 524","Findley's Myotis"
Vespertilionidae,Myotis,Pizonyx,fortidens,"Miller & Allen",1928,0,"Bull. U.S. Natl. Mus.","144: 54","Cinnamon Myotis"
Vespertilionidae,Myotis,Pizonyx,occultus,Hollister,1909,0,"Proc. Biol. Soc. Wash.","22: 43","Arizona Myotis"
Vespertilionidae,Myotis,Pizonyx,pilosatibialis,"La Val",1973,0,"Bull. Nat. Hist. Mus. Los Angeles Co.","15: 24","Hairy-legged Myotis"
Vespertilionidae,Myotis,Pizonyx,planiceps,Baker,1955,0,"Proc. Biol. Soc. Wash.","68: 165","Flat-headed Myotis"
Vespertilionidae,Myotis,Pizonyx,thysanodes,Miller,1897,0,"N. Am. Fauna","13: 80","Fringed Myotis"
Vespertilionidae,Myotis,Pizonyx,velifer,"J. A. Allen",1890,1,"Bull. Am. Mus. Nat. Hist.","3: 177","Cave Myotis"
Vespertilionidae,Myotis,Pizonyx,vivesi,Menegaux,1901,0,"Bull. Mus. Natn. Hist. Nat. Paris","7: 323","Fish-eating Myotis"
Vespertilionidae,Myotis,Pizonyx,volans,"H. Allen",1866,1,"Proc. Acad. Nat. Sci. Phil.","18: 282","Long-legged Myotis"
Vespertilionidae,Myotis,Pizonyx,yumanensis,"H. Allen",1864,1,"Smithson. Misc. Coll.","7: 58","Yuma Myotis"
Vespertilionidae,Neoeptesicus,,brasiliensis,Desmarest,1819,1,"Nouv. Dict. Hist. Nat., Nouv. ed.","35: 478","Brazilian Brown Bat"
Vespertilionidae,Neoeptesicus,,furinalis,"d'Orbigny & Gervais",1847,1,"In d'Orbigny Voy. Am. Merid., Atlas Zool.","v. 4, p. 2: 13","Argentinian Brown Bat"
Vespertilionidae,Nycticeius,,humeralis,Rafinesque,1818,1,"Am. Mon. Mag.","3(6): 445","Evening Bat"
Vespertilionidae,Parastrellus,,hesperus,"H. Allen",1864,1,"Smithson. Misc. Coll.","7: 43","Canyon Bat"
Vespertilionidae,Perimyotis,Perimyotis,subflavus,"F. Cuvier",1832,1,"Nouv. Ann. Mus. Natn. Hist. Nat. Paris","1: 17","Tricolored Bat"
Vespertilionidae,Rhogeessa,,aenea,Goodwin,1958,0,"Amer. Mus. Novit.","1923: 6","Yucatan Yellow Bat"
Vespertilionidae,Rhogeessa,,bickhami,"Baird, Marchan-Rivadeneira, Perez & Baker",2012,0,"Occas. Pap. Mus. Texas Tech Univ.","307: 11","Bickham&apos;s Yellow Bat"
Vespertilionidae,Rhogeessa,,genowaysi,Baker,1984,0,"Syst. Zool.","33: 178","Genoways' Yellow Bat"
Vespertilionidae,Rhogeessa,,mira,LaVal,1973,0,"Occas. Pap. Mus. Nat. Hist. Univ. Kansas","19: 26","Least Yellow Bat"
Vespertilionidae,Rhogeessa,,parvula,"H. Allen",1866,0,"Proc. Acad. Nat. Sci. Phil.","18: 285","Little Yellow Bat"
Vespertilionidae,Rhogeessa,,tumida,"H. Allen",1866,0,"Proc. Acad. Nat. Sci. Phil.","18: 286","Black-winged Little Yellow Bat"
