"Respondent.clean","Respondent.ID","Respondent.entry.ID","Region.within.country.clean","Country.clean","World.region.clean","Crop.clean","Crop.type.clean","Score.type","Score","Respondent.entry.label","TotalScore.allSteps","MeanScore.allSteps","GeoMeanScore.allSteps","Country.WB","GDP_per_capita","AgForestryFish_ValueAdded_percentGDP","AllResearchAndDev_percentGPD","EnviroPerformance_score","AgResearchAndDev_PPP2017","Taiwan_imputed_from_China","Exact_latitude","Exact_longitude","Coarse_latitude","Coarse_longitude"
"AH","R2","1","Free State","South Africa","Africa","Apple","Perennial fruit & forestry crops","Monitoring Interventions",0,"R2-1",5,1,0,"South Africa",6034.27208964673,2.53517112309848,0.61479,37.6,243.487133597788,FALSE,-28.2707,29.1324,-28.9742085144411,25.1934382241476
"AH","R2","1","Free State","South Africa","Africa","Apple","Perennial fruit & forestry crops","Breadth of Implementation
of Interventions",1,"R2-1",5,1,0,"South Africa",6034.27208964673,2.53517112309848,0.61479,37.6,243.487133597788,FALSE,-28.2707,29.1324,-28.9742085144411,25.1934382241476
"AMS","R3","1","Santiago Metropolitan region","Chile","Latin America / Caribbean","Vineyard","Vineyard","Evidence",3,"R3-1",7,1.4,1.24573093961552,"Chile",17081.5180740049,3.39083152306151,0.39205,50.95,209.087519152913,FALSE,-33.4489,-70.6693,-36.0762465539059,-71.0561908549587
"AMS","R3","1","Santiago Metropolitan region","Chile","Latin America / Caribbean","Vineyard","Vineyard","Representativeness",1,"R3-1",7,1.4,1.24573093961552,"Chile",17081.5180740049,3.39083152306151,0.39205,50.95,209.087519152913,FALSE,-33.4489,-70.6693,-36.0762465539059,-71.0561908549587
"AMS","R3","1","Santiago Metropolitan region","Chile","Latin America / Caribbean","Vineyard","Vineyard","Limiting Factors",1,"R3-1",7,1.4,1.24573093961552,"Chile",17081.5180740049,3.39083152306151,0.39205,50.95,209.087519152913,FALSE,-33.4489,-70.6693,-36.0762465539059,-71.0561908549587
"AMS","R3","1","Santiago Metropolitan region","Chile","Latin America / Caribbean","Vineyard","Vineyard","Available Interventions",1,"R3-1",7,1.4,1.24573093961552,"Chile",17081.5180740049,3.39083152306151,0.39205,50.95,209.087519152913,FALSE,-33.4489,-70.6693,-36.0762465539059,-71.0561908549587
"AMS","R3","1","Santiago Metropolitan region","Chile","Latin America / Caribbean","Vineyard","Vineyard","Monitoring Interventions",1,"R3-1",7,1.4,1.24573093961552,"Chile",17081.5180740049,3.39083152306151,0.39205,50.95,209.087519152913,FALSE,-33.4489,-70.6693,-36.0762465539059,-71.0561908549587
"AMS","R3","1","Santiago Metropolitan region","Chile","Latin America / Caribbean","Vineyard","Vineyard","Breadth of Implementation
of Interventions",1,"R3-1",7,1.4,1.24573093961552,"Chile",17081.5180740049,3.39083152306151,0.39205,50.95,209.087519152913,FALSE,-33.4489,-70.6693,-36.0762465539059,-71.0561908549587
"AR","R4","1","Queensland","Australia","Australasia / Pacific","Multi- grain & vegetable","Pasture & mixed cropping","Evidence",2,"R4-1",5,1,0,"Australia",65058.3773146674,2.57169831894523,1.85783,59.4,670.612655136355,FALSE,-27.5588,152.2782,-25.7641815523079,134.303829123934
"AR","R4","1","Queensland","Australia","Australasia / Pacific","Multi- grain & vegetable","Pasture & mixed cropping","Representativeness",1,"R4-1",5,1,0,"Australia",65058.3773146674,2.57169831894523,1.85783,59.4,670.612655136355,FALSE,-27.5588,152.2782,-25.7641815523079,134.303829123934
"AR","R4","1","Queensland","Australia","Australasia / Pacific","Multi- grain & vegetable","Pasture & mixed cropping","Limiting Factors",1,"R4-1",5,1,0,"Australia",65058.3773146674,2.57169831894523,1.85783,59.4,670.612655136355,FALSE,-27.5588,152.2782,-25.7641815523079,134.303829123934
"AR","R4","1","Queensland","Australia","Australasia / Pacific","Multi- grain & vegetable","Pasture & mixed cropping","Available Interventions",1,"R4-1",5,1,0,"Australia",65058.3773146674,2.57169831894523,1.85783,59.4,670.612655136355,FALSE,-27.5588,152.2782,-25.7641815523079,134.303829123934
"AR","R4","1","Queensland","Australia","Australasia / Pacific","Multi- grain & vegetable","Pasture & mixed cropping","Monitoring Interventions",0,"R4-1",5,1,0,"Australia",65058.3773146674,2.57169831894523,1.85783,59.4,670.612655136355,FALSE,-27.5588,152.2782,-25.7641815523079,134.303829123934
"AR","R4","1","Queensland","Australia","Australasia / Pacific","Multi- grain & vegetable","Pasture & mixed cropping","Breadth of Implementation
of Interventions",1,"R4-1",5,1,0,"Australia",65058.3773146674,2.57169831894523,1.85783,59.4,670.612655136355,FALSE,-27.5588,152.2782,-25.7641815523079,134.303829123934
"AM","R5","1","North-east Eswatini","Eswatini","Africa","Sugar cane","Field crops","Evidence",2,"R5-1",4,0.8,0,"Eswatini",3755.52111232464,6.63100879033993,NA,34.41,5.9772027475622,FALSE,-26.1667,31.9333,-26.5575464893393,31.4818696110519
"AM","R5","1","North-east Eswatini","Eswatini","Africa","Sugar cane","Field crops","Representativeness",0,"R5-1",4,0.8,0,"Eswatini",3755.52111232464,6.63100879033993,NA,34.41,5.9772027475622,FALSE,-26.1667,31.9333,-26.5575464893393,31.4818696110519
"AM","R5","1","North-east Eswatini","Eswatini","Africa","Sugar cane","Field crops","Limiting Factors",1,"R5-1",4,0.8,0,"Eswatini",3755.52111232464,6.63100879033993,NA,34.41,5.9772027475622,FALSE,-26.1667,31.9333,-26.5575464893393,31.4818696110519
"AM","R5","1","North-east Eswatini","Eswatini","Africa","Sugar cane","Field crops","Available Interventions",1,"R5-1",4,0.8,0,"Eswatini",3755.52111232464,6.63100879033993,NA,34.41,5.9772027475622,FALSE,-26.1667,31.9333,-26.5575464893393,31.4818696110519
"AM","R5","1","North-east Eswatini","Eswatini","Africa","Sugar cane","Field crops","Monitoring Interventions",0,"R5-1",4,0.8,0,"Eswatini",3755.52111232464,6.63100879033993,NA,34.41,5.9772027475622,FALSE,-26.1667,31.9333,-26.5575464893393,31.4818696110519
"AM","R5","1","North-east Eswatini","Eswatini","Africa","Sugar cane","Field crops","Breadth of Implementation
of Interventions",0,"R5-1",4,0.8,0,"Eswatini",3755.52111232464,6.63100879033993,NA,34.41,5.9772027475622,FALSE,-26.1667,31.9333,-26.5575464893393,31.4818696110519
"BM","R6","1","New Jersey","USA","North America","Multi- fruit & orchard","Perennial fruit & forestry crops","Evidence",2,"R6-1",7,1.4,0,"United States",82586.7847707894,0.942961672907101,3.44716,58.54,5113.96640319801,FALSE,40.6961929,-74.335573,44.7437315908213,-103.629562809744
"BM","R6","1","New Jersey","USA","North America","Multi- fruit & orchard","Perennial fruit & forestry crops","Representativeness",2,"R6-1",7,1.4,0,"United States",82586.7847707894,0.942961672907101,3.44716,58.54,5113.96640319801,FALSE,40.6961929,-74.335573,44.7437315908213,-103.629562809744
"BM","R6","1","New Jersey","USA","North America","Multi- fruit & orchard","Perennial fruit & forestry crops","Limiting Factors",3,"R6-1",7,1.4,0,"United States",82586.7847707894,0.942961672907101,3.44716,58.54,5113.96640319801,FALSE,40.6961929,-74.335573,44.7437315908213,-103.629562809744
"BM","R6","1","New Jersey","USA","North America","Multi- fruit & orchard","Perennial fruit & forestry crops","Available Interventions",1,"R6-1",7,1.4,0,"United States",82586.7847707894,0.942961672907101,3.44716,58.54,5113.96640319801,FALSE,40.6961929,-74.335573,44.7437315908213,-103.629562809744
"BM","R6","1","New Jersey","USA","North America","Multi- fruit & orchard","Perennial fruit & forestry crops","Monitoring Interventions",0,"R6-1",7,1.4,0,"United States",82586.7847707894,0.942961672907101,3.44716,58.54,5113.96640319801,FALSE,40.6961929,-74.335573,44.7437315908213,-103.629562809744
"BM","R6","1","New Jersey","USA","North America","Multi- fruit & orchard","Perennial fruit & forestry crops","Breadth of Implementation
of Interventions",1,"R6-1",7,1.4,0,"United States",82586.7847707894,0.942961672907101,3.44716,58.54,5113.96640319801,FALSE,40.6961929,-74.335573,44.7437315908213,-103.629562809744
"CT","R7","1","Multi-region: DIANA & Vatovavy-Fitovinany regions","Madagascar","Africa","Rice","Grain crops","Evidence",2,"R7-1",6,1.2,1.14869835499704,"Madagascar",514.064076551927,22.2232371808595,NA,31.13,9.62605082877935,FALSE,-12.2787,49.2917,-19.3164836985713,46.7428900543881
"CT","R7","1","Multi-region: DIANA & Vatovavy-Fitovinany regions","Madagascar","Africa","Rice","Grain crops","Representativeness",1,"R7-1",6,1.2,1.14869835499704,"Madagascar",514.064076551927,22.2232371808595,NA,31.13,9.62605082877935,FALSE,-12.2787,49.2917,-19.3164836985713,46.7428900543881
"CT","R7","1","Multi-region: DIANA & Vatovavy-Fitovinany regions","Madagascar","Africa","Rice","Grain crops","Limiting Factors",1,"R7-1",6,1.2,1.14869835499704,"Madagascar",514.064076551927,22.2232371808595,NA,31.13,9.62605082877935,FALSE,-12.2787,49.2917,-19.3164836985713,46.7428900543881
"CT","R7","1","Multi-region: DIANA & Vatovavy-Fitovinany regions","Madagascar","Africa","Rice","Grain crops","Available Interventions",1,"R7-1",6,1.2,1.14869835499704,"Madagascar",514.064076551927,22.2232371808595,NA,31.13,9.62605082877935,FALSE,-12.2787,49.2917,-19.3164836985713,46.7428900543881
"CT","R7","1","Multi-region: DIANA & Vatovavy-Fitovinany regions","Madagascar","Africa","Rice","Grain crops","Monitoring Interventions",1,"R7-1",6,1.2,1.14869835499704,"Madagascar",514.064076551927,22.2232371808595,NA,31.13,9.62605082877935,FALSE,-12.2787,49.2917,-19.3164836985713,46.7428900543881
"CT","R7","1","Multi-region: DIANA & Vatovavy-Fitovinany regions","Madagascar","Africa","Rice","Grain crops","Breadth of Implementation
of Interventions",1,"R7-1",6,1.2,1.14869835499704,"Madagascar",514.064076551927,22.2232371808595,NA,31.13,9.62605082877935,FALSE,-12.2787,49.2917,-19.3164836985713,46.7428900543881
"CT","R7","2","Multi-region: Catalonia & Aragon","Spain","Europe","Rice","Grain crops","Evidence",3,"R7-2",12,2.4,2.35215804504935,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,40.7189,0.7079,40.2076539840155,-3.70353625253203
"CT","R7","2","Multi-region: Catalonia & Aragon","Spain","Europe","Rice","Grain crops","Representativeness",2,"R7-2",12,2.4,2.35215804504935,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,40.7189,0.7079,40.2076539840155,-3.70353625253203
"CT","R7","2","Multi-region: Catalonia & Aragon","Spain","Europe","Rice","Grain crops","Limiting Factors",2,"R7-2",12,2.4,2.35215804504935,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,40.7189,0.7079,40.2076539840155,-3.70353625253203
"CT","R7","2","Multi-region: Catalonia & Aragon","Spain","Europe","Rice","Grain crops","Available Interventions",3,"R7-2",12,2.4,2.35215804504935,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,40.7189,0.7079,40.2076539840155,-3.70353625253203
"CT","R7","2","Multi-region: Catalonia & Aragon","Spain","Europe","Rice","Grain crops","Monitoring Interventions",2,"R7-2",12,2.4,2.35215804504935,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,40.7189,0.7079,40.2076539840155,-3.70353625253203
"CT","R7","2","Multi-region: Catalonia & Aragon","Spain","Europe","Rice","Grain crops","Breadth of Implementation
of Interventions",2,"R7-2",12,2.4,2.35215804504935,"Spain",33493.2225409111,2.6062235563618,1.49362,66.28,634.407802466939,FALSE,40.7189,0.7079,40.2076539840155,-3.70353625253203
"CK","R8","1","Southern Distict","Israel","Middle East / Western Asia","Date palms","Perennial fruit & forestry crops","Evidence",2,"R8-1",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","1","Southern Distict","Israel","Middle East / Western Asia","Date palms","Perennial fruit & forestry crops","Representativeness",2,"R8-1",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","1","Southern Distict","Israel","Middle East / Western Asia","Date palms","Perennial fruit & forestry crops","Limiting Factors",1,"R8-1",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","1","Southern Distict","Israel","Middle East / Western Asia","Date palms","Perennial fruit & forestry crops","Available Interventions",2,"R8-1",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","1","Southern Distict","Israel","Middle East / Western Asia","Date palms","Perennial fruit & forestry crops","Monitoring Interventions",2,"R8-1",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","1","Southern Distict","Israel","Middle East / Western Asia","Date palms","Perennial fruit & forestry crops","Breadth of Implementation
of Interventions",2,"R8-1",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Evidence",1,"R8-2",6,1.2,1.14869835499704,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Representativeness",1,"R8-2",6,1.2,1.14869835499704,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Limiting Factors",2,"R8-2",6,1.2,1.14869835499704,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Available Interventions",1,"R8-2",6,1.2,1.14869835499704,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Monitoring Interventions",1,"R8-2",6,1.2,1.14869835499704,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","2","Southern Distict","Israel","Middle East / Western Asia","Onion","Vegetable crops","Breadth of Implementation
of Interventions",1,"R8-2",6,1.2,1.14869835499704,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Evidence",1,"R8-3",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Representativeness",1,"R8-3",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Limiting Factors",2,"R8-3",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Available Interventions",1,"R8-3",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Monitoring Interventions",0,"R8-3",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","3","Southern Distict","Israel","Middle East / Western Asia","Melon","Vegetable crops","Breadth of Implementation
of Interventions",1,"R8-3",5,1,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.253,34.7915,31.4329786422529,34.9911381968011
"CK","R8","4","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Evidence",2,"R8-4",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","4","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Representativeness",1,"R8-4",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","4","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Limiting Factors",2,"R8-4",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","4","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Available Interventions",2,"R8-4",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","4","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Monitoring Interventions",1,"R8-4",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","4","Northern District","Israel","Middle East / Western Asia","Apple","Perennial fruit & forestry crops","Breadth of Implementation
of Interventions",2,"R8-4",9,1.8,1.74110112659225,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.9895,35.6944,31.4329786422529,34.9911381968011
"CK","R8","5","Haifa District","Israel","Middle East / Western Asia","Cotton","Field crops","Evidence",2,"R8-5",6,1.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","5","Haifa District","Israel","Middle East / Western Asia","Cotton","Field crops","Representativeness",1,"R8-5",6,1.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","5","Haifa District","Israel","Middle East / Western Asia","Cotton","Field crops","Limiting Factors",2,"R8-5",6,1.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","5","Haifa District","Israel","Middle East / Western Asia","Cotton","Field crops","Available Interventions",1,"R8-5",6,1.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","5","Haifa District","Israel","Middle East / Western Asia","Cotton","Field crops","Monitoring Interventions",1,"R8-5",6,1.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","5","Haifa District","Israel","Middle East / Western Asia","Cotton","Field crops","Breadth of Implementation
of Interventions",0,"R8-5",6,1.2,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","6","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Evidence",2,"R8-6",8,1.6,1.5157165665104,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","6","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Representativeness",1,"R8-6",8,1.6,1.5157165665104,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","6","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Limiting Factors",1,"R8-6",8,1.6,1.5157165665104,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","6","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Available Interventions",2,"R8-6",8,1.6,1.5157165665104,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","6","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Monitoring Interventions",2,"R8-6",8,1.6,1.5157165665104,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","6","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Breadth of Implementation
of Interventions",1,"R8-6",8,1.6,1.5157165665104,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","7","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Evidence",2,"R8-7",7,1.4,1.31950791077289,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","7","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Representativeness",1,"R8-7",7,1.4,1.31950791077289,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","7","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Limiting Factors",1,"R8-7",7,1.4,1.31950791077289,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","7","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Available Interventions",2,"R8-7",7,1.4,1.31950791077289,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","7","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Monitoring Interventions",1,"R8-7",7,1.4,1.31950791077289,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","7","Haifa District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Breadth of Implementation
of Interventions",1,"R8-7",7,1.4,1.31950791077289,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,32.434,34.9196,31.4329786422529,34.9911381968011
"CK","R8","8","Jerusalem District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Evidence",1,"R8-8",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","8","Jerusalem District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Representativeness",1,"R8-8",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","8","Jerusalem District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Limiting Factors",2,"R8-8",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","8","Jerusalem District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Available Interventions",0,"R8-8",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
"CK","R8","8","Jerusalem District","Israel","Middle East / Western Asia","Vineyard","Vineyard","Monitoring Interventions",0,"R8-8",3,0.6,0,"Israel",52126.4489280033,1.39228590650126,6.34589,51.69,155.112689890399,FALSE,31.7457,34.9925,31.4329786422529,34.9911381968011
